ad_id,ad_url,ad_type,regions,advertiser_id,advertiser_name,ad_campaigns_list,date_range_start,date_range_end,num_of_days,impressions,spend_usd,first_served_timestamp,last_served_timestamp,age_targeting,gender_targeting,geo_targeting_included,geo_targeting_excluded,spend_range_min_usd,spend_range_max_usd,spend_range_min_eur,spend_range_max_eur,spend_range_min_inr,spend_range_max_inr,spend_range_min_bgn,spend_range_max_bgn,spend_range_min_hrk,spend_range_max_hrk,spend_range_min_czk,spend_range_max_czk,spend_range_min_dkk,spend_range_max_dkk,spend_range_min_huf,spend_range_max_huf,spend_range_min_pln,spend_range_max_pln,spend_range_min_ron,spend_range_max_ron,spend_range_min_sek,spend_range_max_sek,spend_range_min_gbp,spend_range_max_gbp,spend_range_min_nzd,spend_range_max_nzd
CR74699376882089984,https://transparencyreport.google.com/political-ads/library/advertiser/AR451216688453517312/creative/CR74699376882089984,Image,"CZ, EU",AR451216688453517312,MUDr. Pavel Stodůlka Ph.D,,2020-09-23,2020-09-24,2,≤ 10k,,2020-09-23 13:15:00 UTC,2020-09-24 13:15:00 UTC,Not targeted,Not targeted,"Zlin Region, Zlin, Valasske Klobouky, Vizovice,Zlin Region,Czechia","Bystrice pod Hostynem, Holesov, Kromeriz, Uherske Hradiste, Uhersky Brod, Roznov pod Radhostem, Valasske Mezirici, Vsetin, Chropyne, Zubri, Luhacovice,Zlin Region,Czechia, Napajedla,Zlin Region,Czechia, Slavicin,Zlin Region,Czechia",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR574539080855977984,https://transparencyreport.google.com/political-ads/library/advertiser/AR465054111008555008/creative/CR574539080855977984,Image,"CZ, EU",AR465054111008555008,Strana nezávislosti České republiky,,2019-05-11,2019-05-25,15,10k-100k,,2019-05-11 07:00:00 UTC,2019-05-25 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR356205414796230656,https://transparencyreport.google.com/political-ads/library/advertiser/AR469148211274055680/creative/CR356205414796230656,Image,"CZ, EU",AR469148211274055680,JsmePRO!,,2020-09-07,2020-09-16,8,≤ 10k,,2020-09-07 19:15:00 UTC,2020-09-16 12:15:00 UTC,Not targeted,Not targeted,Usti nad Labem Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR10327094244409344,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR10327094244409344,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-10-06,2020-10-10,5,≤ 10k,,2020-10-06 08:45:00 UTC,2020-10-10 11:30:00 UTC,Not targeted,Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR346491504442736640,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR346491504442736640,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-10-02,34,≤ 10k,,2020-08-26 09:00:00 UTC,2020-10-02 21:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Louny, Zatec, Rakovnik",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR521582408974204928,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR521582408974204928,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-10-06,2020-10-10,5,≤ 10k,,2020-10-06 09:00:00 UTC,2020-10-10 11:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Louny, Zatec, Rakovnik",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR83530104520572928,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR83530104520572928,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-10-04,24,≤ 10k,,2020-08-26 14:00:00 UTC,2020-10-04 18:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Louny, Zatec, Rakovnik",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR109333993157033984,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR109333993157033984,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-28,2020-10-01,4,10k-100k,,2020-09-28 19:30:00 UTC,2020-10-01 12:45:00 UTC,Not targeted,Not targeted,Zlin,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR128984464968646656,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR128984464968646656,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-28,2020-10-01,4,≤ 10k,,2020-09-29 05:15:00 UTC,2020-10-01 20:00:00 UTC,Not targeted,Not targeted,Kromeriz,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR139246310069895168,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR139246310069895168,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2021-07-05,2021-08-21,14,10k-100k,,2021-07-05 08:30:00 UTC,2021-08-22 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","Olomouc Region, Olomouc",Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR195830373890916352,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR195830373890916352,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-25,2020-09-25,1,≤ 10k,,2020-09-25 21:00:00 UTC,2020-09-25 21:00:00 UTC,Not targeted,Not targeted,Kromeriz,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR41610673955799040,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR41610673955799040,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-21,2020-09-26,4,≤ 10k,,2020-09-21 20:30:00 UTC,2020-09-26 11:00:00 UTC,Not targeted,Not targeted,Zlin Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR550930848220708864,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR550930848220708864,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-22,2020-09-22,1,≤ 10k,,2020-09-22 18:30:00 UTC,2020-09-22 18:30:00 UTC,Not targeted,Not targeted,Zlin Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR553296000811270144,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR553296000811270144,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2021-06-21,2021-08-21,15,10k-100k,,2021-06-21 19:00:00 UTC,2021-08-22 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","Olomouc Region, Olomouc",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR496618066185027584,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR496618066185027584,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-04-25,2019-05-23,19,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-23 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR235934613837447168,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR235934613837447168,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-06-02,2021-06-03,2,≤ 10k,,2021-06-02 08:30:00 UTC,2021-06-03 22:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR247003947150082048,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR247003947150082048,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-06-25,2021-06-26,2,≤ 10k,,2021-06-25 15:00:00 UTC,2021-06-26 20:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR366007664037068800,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR366007664037068800,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-02-25,2021-02-27,3,≤ 10k,,2021-02-26 07:15:00 UTC,2021-02-27 22:45:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR408641227404083200,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR408641227404083200,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-03-15,2021-03-16,2,≤ 10k,,2021-03-15 10:15:00 UTC,2021-03-16 17:30:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR565495357199351808,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR565495357199351808,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-03-31,2021-04-01,2,≤ 10k,,2021-03-31 09:15:00 UTC,2021-04-01 18:45:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR574172977843666944,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR574172977843666944,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-06-22,2021-06-23,2,≤ 10k,,2021-06-22 20:45:00 UTC,2021-06-23 22:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR1524644670603264,https://transparencyreport.google.com/political-ads/library/advertiser/AR553497074000199680/creative/CR1524644670603264,Image,"CZ, EU",AR553497074000199680,"PULARY, s. r. o.",,2021-08-11,2021-08-16,6,≤ 10k,,2021-08-11 11:15:00 UTC,2021-08-16 14:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Ostrava,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR194375307690508288,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR194375307690508288,Text,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-06-23,2020-06-27,5,≤ 10k,,2020-06-23 21:30:00 UTC,2020-06-27 09:30:00 UTC,Not targeted,Not targeted,Zlin Region,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR100563738658078720,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR100563738658078720,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-02,2020-09-28,27,≤ 10k,,2020-09-02 12:00:00 UTC,2020-09-29 05:00:00 UTC,Not targeted,Not targeted,Pardubice Region,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR121041043213778944,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR121041043213778944,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-02,2020-09-26,21,≤ 10k,,2020-09-02 22:15:00 UTC,2020-09-26 22:30:00 UTC,Not targeted,Not targeted,Pardubice Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR266504919740055552,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR266504919740055552,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-07-03,2020-09-25,77,≤ 10k,,2020-07-03 22:00:00 UTC,2020-09-25 14:45:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR291652537373687808,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR291652537373687808,Text,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-06,2020-10-08,2,≤ 10k,,2020-10-06 17:45:00 UTC,2020-10-08 09:45:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR39155601929928704,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR39155601929928704,Text,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-08-11,2020-10-03,26,≤ 10k,,2020-08-11 13:15:00 UTC,2020-10-03 09:00:00 UTC,Not targeted,Not targeted,Brno,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR416624953132056576,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR416624953132056576,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-02,2020-09-29,21,≤ 10k,,2020-09-03 01:15:00 UTC,2020-09-29 10:15:00 UTC,Not targeted,Not targeted,Pardubice Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR455223858580946944,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR455223858580946944,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-04,2020-10-04,1,≤ 10k,,2020-10-04 15:30:00 UTC,2020-10-04 17:00:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR390491829482553344,https://transparencyreport.google.com/political-ads/library/advertiser/AR128025209792888832/creative/CR390491829482553344,Text,"CZ, EU",AR128025209792888832,Evropa společně,,2019-05-14,2019-05-23,10,≤ 10k,,2019-05-14 07:00:00 UTC,2019-05-23 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR236922215797358592,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR236922215797358592,Image,"CZ, EU",AR268709096956362752,TOP 09,,2019-03-28,2019-04-05,8,≤ 10k,,2019-03-28 07:00:00 UTC,2019-04-05 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"190 14,Prague,Czechia, 190 17,Prague,Czechia, 197 00,Prague,Czechia, 190 16,Prague,Czechia, 190 15,Prague,Czechia, 190 11,Prague,Czechia, 190 12,Prague,Czechia, 199 00,Prague,Czechia, 193 00,Prague,Czechia, 198 00,Prague,Czechia, 190 00,Prague,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR442152658191515648,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR442152658191515648,Image,"CZ, EU",AR268709096956362752,TOP 09,,2019-03-28,2019-04-05,8,≤ 10k,,2019-03-28 07:00:00 UTC,2019-04-05 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"190 14,Prague,Czechia, 190 17,Prague,Czechia, 197 00,Prague,Czechia, 190 16,Prague,Czechia, 190 15,Prague,Czechia, 190 11,Prague,Czechia, 190 12,Prague,Czechia, 199 00,Prague,Czechia, 193 00,Prague,Czechia, 198 00,Prague,Czechia, 190 00,Prague,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR570470063199485952,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR570470063199485952,Image,"CZ, EU",AR268709096956362752,TOP 09,,2019-04-03,2019-04-05,3,≤ 10k,,2019-04-03 07:00:00 UTC,2019-04-05 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","190 14,Prague,Czechia, 190 17,Prague,Czechia, 197 00,Prague,Czechia, 190 16,Prague,Czechia, 190 15,Prague,Czechia, 190 11,Prague,Czechia, 190 12,Prague,Czechia, 199 00,Prague,Czechia, 193 00,Prague,Czechia, 198 00,Prague,Czechia, 190 00,Prague,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR128436427141677056,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR128436427141677056,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-11,2019-05-16,2,≤ 10k,,2019-05-11 07:00:00 UTC,2019-05-16 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR202569899132846080,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR202569899132846080,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-19,11,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR260098546521341952,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR260098546521341952,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-19,2019-05-22,4,≤ 10k,,2019-05-19 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR298107838859837440,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR298107838859837440,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-11,2019-04-16,6,≤ 10k,,2019-04-11 07:00:00 UTC,2019-04-16 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR299814006028238848,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR299814006028238848,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-19,11,10k-100k,,2019-04-09 07:00:00 UTC,2019-04-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR365345173921595392,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR365345173921595392,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-25,2019-05-09,15,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-09 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR508949913724256256,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR508949913724256256,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-20,2019-05-22,3,≤ 10k,,2019-05-20 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR524682825606103040,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR524682825606103040,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-10,2019-05-18,2,≤ 10k,,2019-05-10 07:00:00 UTC,2019-05-18 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR566423860409270272,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR566423860409270272,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-25,2019-05-09,15,10k-100k,,2019-04-25 07:00:00 UTC,2019-05-09 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR94606653378265088,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR94606653378265088,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-19,11,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR331507909735219200,https://transparencyreport.google.com/political-ads/library/advertiser/AR451216688453517312/creative/CR331507909735219200,Image,"CZ, EU",AR451216688453517312,MUDr. Pavel Stodůlka Ph.D,,2020-09-12,2020-09-25,14,≤ 10k,,2020-09-12 16:15:00 UTC,2020-09-25 14:30:00 UTC,Not targeted,Not targeted,"Zlin Region, Zlin, Valasske Klobouky, Vizovice,Zlin Region,Czechia","Bystrice pod Hostynem, Holesov, Kromeriz, Uherske Hradiste, Uhersky Brod, Roznov pod Radhostem, Valasske Mezirici, Vsetin, Chropyne, Zubri, Luhacovice,Zlin Region,Czechia, Napajedla,Zlin Region,Czechia, Slavicin,Zlin Region,Czechia",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR481955735031250944,https://transparencyreport.google.com/political-ads/library/advertiser/AR469148211274055680/creative/CR481955735031250944,Image,"CZ, EU",AR469148211274055680,JsmePRO!,,2020-07-20,2020-07-25,6,10k-100k,,2020-07-20 17:30:00 UTC,2020-07-25 20:45:00 UTC,Not targeted,Not targeted,Usti nad Labem Region,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR159838410511482880,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR159838410511482880,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-09-07,10,≤ 10k,,2020-08-26 18:30:00 UTC,2020-09-07 21:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR236019173153570816,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR236019173153570816,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-10-05,40,≤ 10k,,2020-08-26 08:15:00 UTC,2020-10-05 10:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Louny, Zatec, Rakovnik",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
